Country,Item Type,Order Date,Order ID,Order Priority,Region,Sales Channel,Ship Date,Total Cost,Total Revenue,Units Sold
Palau,Office Supplies,08/03/10,957144737,H,Australia and Oceania,Online,22/03/10,4001767.74,4947192.45,7263
Ukraine,Meat,11/02/17,938150211,L,Europe,Online,15/03/17,567757.05,873221.44,1337
Tuvalu,Cereal,03/11/16,562725525,H,Australia and Oceania,Online,18/11/16,387433.62,681510.13,3227
Canada,Meat,18/04/17,587529337,M,North America,Offline,13/05/17,529364.16,814199.04,1296
Maldives,Baby Food,27/01/10,261592689,M,Asia,Online,23/02/10,18454.08,102556.75,409
Slovakia,Personal Care,01/05/17,480797502,L,Europe,Online,21/06/17,196832.4,278473.88,3382
Sudan,Cereal,24/04/12,142361888,C,Middle East and North Africa,Offline,27/04/12,345753,634649.25,3075
United States,Office Supplies,03/09/13,316575262,L,North America,Offline,30/10/13,2882871.7,3483511.66,5266
Portugal,Household,08/06/12,572060870,L,Europe,Offline,01/08/12,1412809.81,4106272.71,5921
Palau,Household,04/05/12,320795960,H,Australia and Oceania,Online,15/05/12,225702.72,599346.18,906
Canada,Personal Care,19/12/11,912399890,H,North America,Offline,01/01/12,554717.56,752899.36,9574
Haiti,Meat,28/08/14,486395102,L,Central America and the Caribbean,Online,03/10/14,1568608.56,2277383.04,3546
Rwanda,Office Supplies,08/03/10,207445079,H,Sub-Saharan Africa,Online,13/03/10,3421670.14,4078498.72,6326
Sweden,Cosmetics,24/04/17,791040857,H,Europe,Online,03/05/17,1066421.93,1616198.71,3857
Canada,Meat,05/04/17,706212352,H,North America,Online,15/04/17,342873.39,512459.7,843
Federated States of Micronesia,Office Supplies,18/10/17,894407040,C,Australia and Oceania,Offline,22/10/17,370416.96,495124.2,738
Oman,Fruits,14/09/14,896680642,M,Middle East and North Africa,Offline,04/10/14,21378.42,28899.36,2961
United States,Fruits,03/05/10,384736299,H,North America,Offline,15/05/10,23377.97,32536.35,3443
Cambodia,Baby Food,27/04/10,537715480,H,Asia,Online,09/05/10,32049.6,162492,660
Tuvalu,Household,15/02/11,171216706,C,Australia and Oceania,Offline,16/02/11,1513444.8,3725550.12,5812
Solomon Islands,Meat,05/07/11,375803064,M,Australia and Oceania,Online,20/07/11,2189469.78,3373288.92,5202
Cuba,Snacks,12/05/15,239379856,L,Central America and the Caribbean,Offline,26/06/15,1399459.05,1959242.67,9459
United States,Clothes,13/07/14,883864035,H,North America,Offline,22/07/14,63730.56,194365.44,1824
Oman,Fruits,24/06/11,890714563,M,Middle East and North Africa,Online,19/07/11,47905.62,63126,7014
United States,Vegetables,21/03/12,953380169,M,North America,Offline,10/04/12,29285.12,49057.92,334
Nicaragua,Household,01/06/16,977235777,L,Central America and the Caribbean,Offline,16/07/16,2082284.07,5196679.8,8027
Kazakhstan,Meat,19/12/16,803795357,C,Asia,Online,22/12/16,3792182.05,5776849.26,9043
Canada,Fruits,28/10/13,467622380,C,North America,Online,01/11/13,62650.77,81382.35,9093
Canada,Beverages,15/03/17,591165414,L,North America,Online,14/04/17,275430.6,415486.16,9001
United States,Beverages,24/11/13,189085397,L,North America,Offline,02/01/14,237367.26,373821.5,7514
United States,Household,19/08/17,664331521,C,North America,Offline,21/08/17,90601.7,255363.26,373
Turkmenistan,Personal Care,19/01/16,830570612,H,Asia,Online,27/01/16,481899.66,694435.18,8797
Bahamas,Snacks,25/01/16,530433938,C,Central America and the Caribbean,Offline,30/01/16,1113778.35,1468524.33,7047
Belgium,Office Supplies,01/04/15,180391570,M,Europe,Online,26/04/15,1250254.7,1486982.7,2330
Andorra,Office Supplies,16/11/16,254395018,L,Europe,Offline,04/01/17,599173.08,770571.78,1194
Madagascar,Clothes,31/03/17,476247014,M,Sub-Saharan Africa,Offline,28/04/17,235322.02,693084.18,6506
Fiji,Cosmetics,21/05/11,395783983,C,Australia and Oceania,Online,26/05/11,661185.46,1090601.59,2587
Canada,Baby Food,18/11/15,420857909,H,North America,Online,24/11/15,468558.24,2568899.52,9904
United States,Office Supplies,16/10/10,999771426,M,North America,Offline,10/11/10,2500336.48,2831976.56,4558
Moldova,Snacks,24/07/16,210649279,M,Europe,Online,13/08/16,1265151.16,1675120.92,8083
Tonga,Personal Care,16/06/17,926722781,L,Australia and Oceania,Offline,31/07/17,404012.55,595349.1,7185
Switzerland,Cosmetics,24/06/17,208588563,L,Europe,Online,19/08/17,1163826.8,1766377.52,4216
Tunisia,Clothes,18/08/16,860777313,M,Middle East and North Africa,Offline,15/09/16,153306.68,500406.9,4454
Somalia,Personal Care,22/06/10,205845958,M,Sub-Saharan Africa,Online,10/07/10,572541.48,810098.8,9772
Mongolia,Beverages,04/07/16,142804636,C,Asia,Online,09/07/16,229890.69,339963.39,7011
Bosnia and Herzegovina,Meat,22/06/14,777017062,M,Europe,Offline,20/07/14,213153.2,313892.8,520
Macedonia,Cosmetics,14/02/15,367040757,M,Europe,Offline,09/03/15,1623467.25,2571520.5,5975
Finland,Baby Food,03/11/17,699660934,L,Europe,Online,23/12/17,214903.92,1087840.82,4411
Canada,Vegetables,06/12/11,894417896,M,North America,Online,05/01/12,139137.52,242502.6,1556
United States,Fruits,06/01/11,299922295,L,North America,Offline,25/02/11,45846.08,62996.16,6752
Canada,Clothes,07/12/13,280971874,L,North America,Online,16/01/14,270954.72,814900.32,7272
Austria,Beverages,05/09/15,527318353,C,Europe,Online,10/09/15,161517.33,235911.39,4953
Laos,Clothes,24/12/17,465248258,H,Asia,Offline,07/01/18,249645.9,709303.89,6729
Afghanistan,Household,01/03/11,341403853,C,Asia,Online,04/03/11,2475545.6,6197360,9440
Cape Verde,Clothes,18/04/10,363444418,C,Sub-Saharan Africa,Online,22/04/10,139862.31,432693.12,3777
Barbados,Snacks,20/02/10,618910736,C,Central America and the Caribbean,Offline,23/02/10,653369.64,903227.16,4092
Canada,Household,02/02/12,515649533,C,North America,Online,07/02/12,2384438.98,6475222.27,9617
Qatar,Vegetables,02/11/14,443763518,L,Middle East and North Africa,Online,13/12/14,574229.04,976316.88,6072
Afghanistan,Beverages,17/11/17,942048319,C,Asia,Online,19/11/17,285764.76,406171.26,8919
Georgia,Office Supplies,10/10/16,694931167,L,Asia,Offline,16/11/16,3114758.66,3836394.55,5807
United States,Meat,01/03/15,283976198,L,North America,Offline,19/04/15,3067954.98,4506752.18,7274
Tuvalu,Meat,07/05/15,871879492,H,Australia and Oceania,Online,14/05/15,491428.08,682338.8,1144
Estonia,Cosmetics,31/10/14,678097976,H,Europe,Online,07/11/14,1686431.36,2868245.12,6592
Oman,Fruits,14/08/11,754547044,C,Middle East and North Africa,Online,19/08/11,65964.85,86172.05,9715
Tonga,Fruits,19/11/16,308970522,H,Australia and Oceania,Offline,25/11/16,60223.94,79098.79,8779
Saint Kitts and Nevis,Cereal,13/04/17,533314189,C,Central America and the Caribbean,Offline,17/04/17,236842.98,405948.95,2057
Uzbekistan,Household,22/07/11,859417815,M,Asia,Online,16/08/11,744542.34,2040311.82,3098
Rwanda,Meat,03/12/12,779686446,H,Sub-Saharan Africa,Offline,14/12/12,1389478.96,2213868.38,3386
New Zealand,Meat,25/03/10,500663522,H,Australia and Oceania,Online,08/04/10,485126.31,653877.82,1097
Federated States of Micronesia,Baby Food,31/08/13,704908241,H,Australia and Oceania,Offline,11/09/13,231339.57,1359177.54,5117
Iceland,Cereal,15/01/12,833560098,C,Europe,Online,20/01/12,451094.36,725876.57,3677
Saint Kitts and Nevis,Fruits,03/12/17,132579118,C,Central America and the Caribbean,Online,05/12/17,56192.16,81007.56,8412
Brunei,Office Supplies,08/04/13,279728600,H,Asia,Online,14/04/13,3110128.26,3822891.44,5818
Solomon Islands,Clothes,06/02/15,818016609,C,Australia and Oceania,Online,11/02/15,238484.2,738421.1,6470
Laos,Fruits,03/08/11,484744683,C,Asia,Online,05/08/11,54538,75213.6,8140
Solomon Islands,Snacks,10/06/17,853987850,H,Australia and Oceania,Offline,25/06/17,850059.86,1147521.95,5351
Kazakhstan,Office Supplies,05/08/13,772526678,C,Asia,Online,07/08/13,4007520.02,4743435.74,7438
Nigeria,Household,02/07/15,754620914,M,Sub-Saharan Africa,Offline,17/07/15,1959919.92,5478389.28,8148
South Sudan,Meat,01/12/15,730790953,L,Sub-Saharan Africa,Offline,26/01/16,319626.86,467581.26,782
Sudan,Office Supplies,16/07/10,302120097,C,Middle East and North Africa,Online,21/07/10,279664.02,356216.04,558
Ukraine,Baby Food,15/09/15,299399647,M,Europe,Offline,11/10/15,41100.8,203864.96,832
Cuba,Beverages,26/04/12,840226363,C,Central America and the Caribbean,Online,01/05/12,10770.7,16645.95,355
Kiribati,Baby Food,27/12/11,148057234,C,Australia and Oceania,Online,31/12/11,179912.44,1013639.9,3841
Honduras,Personal Care,28/09/14,890954267,C,Central America and the Caribbean,Online,03/10/14,284570,438858.68,5174
Turkey,Vegetables,22/08/14,936686847,H,Europe,Online,02/09/14,437896.8,695047.68,4656
Rwanda,Personal Care,21/06/10,784614627,H,Sub-Saharan Africa,Online,03/07/10,127331.49,175708.17,2211
East Timor,Cereal,22/01/12,831116823,M,Australia and Oceania,Offline,16/02/12,347576.6,570360.98,2842
Jordan,Cosmetics,24/05/16,317031248,L,Middle East and North Africa,Online,01/07/16,507165.4,812008.97,1877
Tuvalu,Meat,24/10/15,140835744,C,Australia and Oceania,Offline,25/10/15,3276643,4664507.56,7783
Canada,Cereal,17/09/12,741025454,H,North America,Offline,28/09/12,718824.64,1225009.6,6176
United States,Snacks,26/07/13,369296768,C,North America,Offline,27/07/13,1367356.23,1937582.49,9419
Jamaica,Meat,22/05/14,341844881,C,Central America and the Caribbean,Offline,26/05/14,1149449.92,1627131.2,2608
Bahamas,Clothes,14/04/10,667533335,L,Central America and the Caribbean,Online,10/06/10,250973.1,779260.5,7317
Belarus,Cereal,21/08/10,764201903,C,Europe,Online,22/08/10,135442.02,240880.47,1167
Saudi Arabia,Vegetables,07/06/10,103673216,L,Middle East and North Africa,Online,11/07/10,166698,263610,1800
Kyrgyzstan,Household,17/01/17,984761546,H,Asia,Offline,22/01/17,2348341.06,5938104.12,9334
Guinea,Snacks,09/09/17,626737297,M,Sub-Saharan Africa,Online,06/10/17,1186058.28,1549551.84,7467
Indonesia,Fruits,20/09/11,408017346,M,Asia,Online,19/10/11,63823.02,80623.23,8889
Saudi Arabia,Household,16/02/14,145692965,L,Middle East and North Africa,Offline,10/04/14,110191.82,290120.7,443
Ghana,Vegetables,28/05/11,548529473,C,Sub-Saharan Africa,Online,31/05/11,333179.55,536350.65,3509
Seychelles,Meat,14/03/15,876645741,M,Sub-Saharan Africa,Online,09/04/15,2335574.7,3477530.16,5634
South Korea,Clothes,17/05/16,920313601,C,Asia,Offline,19/05/16,225632.58,664789.74,6054
Canada,Fruits,29/05/14,422466437,L,North America,Offline,02/07/14,51896.6,73903.88,7804
Canada,Baby Food,15/10/13,563624345,C,North America,Offline,20/10/13,128576.07,710595.48,2667
Barbados,Baby Food,13/05/16,925965196,C,Central America and the Caribbean,Online,15/05/16,227709.72,1189776.42,4578
Bahamas,Household,12/08/14,918857275,C,Central America and the Caribbean,Offline,15/08/14,1898210.16,5321101.17,7777
The Gambia,Personal Care,25/09/10,156642791,H,Sub-Saharan Africa,Offline,01/10/10,24304.39,38195.19,451
Lithuania,Fruits,09/09/11,769189920,L,Europe,Offline,08/11/11,24369.31,32049.77,3589
Latvia,Meat,21/11/17,271597258,M,Europe,Online,11/12/17,2004670.73,3113712.8,4847
Nicaragua,Household,11/10/11,401973366,H,Central America and the Caribbean,Online,24/10/11,2320826.83,6236232.87,9149
Egypt,Beverages,02/02/11,612046054,C,Middle East and North Africa,Online,03/02/11,76593,109829.72,2321
Belize,Personal Care,23/07/16,628030831,L,Central America and the Caribbean,Online,09/09/16,173563.23,239576.99,3079
Sudan,Fruits,24/02/14,522641688,L,Middle East and North Africa,Offline,28/03/14,20030.01,27447.42,3003
Haiti,Snacks,12/04/13,117132120,C,Central America and the Caribbean,Online,13/04/13,911180.65,1297405.39,5911
Bhutan,Cereal,26/02/12,125173168,L,Asia,Online,12/04/12,575867.16,1003967.82,4691
The Gambia,Cereal,09/11/17,143439020,H,Sub-Saharan Africa,Offline,18/11/17,513809.1,901051.2,4410
Montenegro,Meat,08/03/16,111465285,H,Europe,Online,13/03/16,980201.6,1456336,2240
Sudan,Baby Food,28/03/12,821451343,L,Middle East and North Africa,Online,25/05/12,365757.76,1899240.86,7802
Liechtenstein,Household,01/10/15,471771396,L,Europe,Online,27/11/15,1750557.15,4640214.6,7055
Qatar,Office Supplies,27/02/13,191048260,C,Middle East and North Africa,Online,02/03/13,800310.24,993294.72,1464
Canada,Office Supplies,11/06/11,265362816,H,North America,Offline,17/06/11,2050689.6,2623276.8,4080
Vietnam,Beverages,25/02/10,594740501,H,Asia,Offline,07/03/10,38467.1,60206.65,1253
Bahrain,Snacks,19/08/10,299259436,H,Middle East and North Africa,Offline,26/08/10,535377.28,748369.6,3368
Tonga,Beverages,09/09/17,444032199,H,Australia and Oceania,Online,17/09/17,107595.84,161074.8,3544
Algeria,Clothes,10/12/17,735453350,M,Middle East and North Africa,Offline,09/01/18,112478.04,351977.88,3148
United States,Meat,22/11/10,717867634,C,North America,Offline,24/11/10,1375334.1,2160767.07,3339
Haiti,Vegetables,06/02/12,735986088,H,Central America and the Caribbean,Offline,16/02/12,336503.8,598016.2,3830
Luxembourg,Household,14/10/14,803131422,L,Europe,Offline,21/11/14,1473499.8,3852941.88,5748
Qatar,Cosmetics,10/09/10,765553914,C,Middle East and North Africa,Offline,11/09/10,2123612.16,3664936.96,8192
Canada,Beverages,25/07/17,488135963,M,North America,Offline,11/08/17,170484.12,262769.88,5316
Lebanon,Personal Care,21/01/15,625153659,L,Middle East and North Africa,Online,03/03/15,445897.74,638477.1,7971
Ukraine,Vegetables,02/08/16,595682408,C,Europe,Offline,04/08/16,74043.33,121983.33,799
Ireland,Meat,18/09/11,249713993,M,Europe,Online,07/10/11,2685514.5,3811056.3,6417
Canada,Household,06/02/14,285521063,C,North America,Online,07/02/14,1859924,4900241.28,7216
Saint Vincent and the Grenadines,Cereal,09/03/10,123279441,C,Central America and the Caribbean,Offline,13/03/10,885659.37,1585816.95,7837
Nigeria,Cereal,21/07/12,567193199,L,Sub-Saharan Africa,Online,26/08/12,955283.56,1660043.28,8071
United States,Meat,11/03/11,251910624,H,North America,Online,17/03/11,2323409.68,3400936.92,5396
Dominica,Meat,03/07/15,433517009,C,Central America and the Caribbean,Online,04/07/15,2199606.24,3156968.08,5146
Israel,Personal Care,10/12/15,237582318,H,Middle East and North Africa,Offline,19/12/15,329562.72,479157.12,5688
Estonia,Meat,06/01/15,839036931,H,Europe,Offline,16/01/15,2850299.76,4514603.64,6932
Cuba,Snacks,23/03/16,236507849,M,Central America and the Caribbean,Online,17/04/16,1501022.42,2077118.38,9557
Cyprus,Personal Care,17/10/12,648639619,C,Europe,Offline,21/10/12,527088.5,725796.2,9329
Samoa,Cereal,08/12/15,881498108,L,Australia and Oceania,Offline,22/01/16,908620.8,1641523.2,7680
Iceland,Meat,05/02/13,364769288,M,Europe,Offline,24/02/13,2645553.6,3612063,6060
Bahamas,Baby Food,17/12/16,443635681,L,Central America and the Caribbean,Online,31/01/17,425889.85,2321411.4,9305
The Gambia,Personal Care,13/09/16,309318542,C,Sub-Saharan Africa,Offline,18/09/16,115016.72,161906.08,2072
Pakistan,Clothes,09/11/17,127148164,M,Asia,Online,24/11/17,174375.3,525369.15,4985
Vanuatu,Snacks,18/02/14,268554291,M,Australia and Oceania,Offline,19/03/14,382156.86,530290.8,2518
Timor-Leste,Fruits,11/02/15,274913716,H,Asia,Online,20/02/15,23580.4,31028.6,3340
Sri Lanka,Fruits,03/08/10,993143108,H,Asia,Offline,13/08/10,63155.7,82377,9153
Jordan,Office Supplies,01/04/17,916614487,H,Middle East and North Africa,Online,11/04/17,3343034.8,4333390.6,6580
Vanuatu,Cosmetics,27/09/15,250228767,L,Australia and Oceania,Offline,28/10/15,594922.4,1030266.2,2260
Haiti,Office Supplies,12/01/11,906219798,C,Central America and the Caribbean,Offline,15/01/11,3072937,3840844,5950
Solomon Islands,Household,13/03/17,322537900,H,Australia and Oceania,Online,24/03/17,664104.35,1691176.76,2639
Madagascar,Beverages,07/09/12,848707043,L,Sub-Saharan Africa,Offline,08/10/12,279696.36,444576.81,9237
Antigua and Barbuda,Baby Food,10/08/12,911709171,H,Central America and the Caribbean,Offline,17/08/12,111744.75,590539.8,2355
Jordan,Baby Food,07/04/10,733151906,L,Middle East and North Africa,Online,28/05/10,328965.62,1679938.92,6898
Fiji,Clothes,02/12/13,990171357,M,Australia and Oceania,Offline,19/12/13,358257.88,1053110.64,9628
Dominican Republic,Clothes,14/01/17,517062575,C,Central America and the Caribbean,Offline,19/01/17,164850,508256.1,4710
Mexico,Personal Care,12/03/12,584955248,L,Central America and the Caribbean,Online,21/04/12,244701.9,362120.4,4365
Solomon Islands,Personal Care,28/01/12,320743270,M,Australia and Oceania,Offline,15/02/12,43815.46,61402.64,782
Saint Vincent and the Grenadines,Vegetables,26/08/16,772288694,L,Central America and the Caribbean,Offline,21/10/16,454626.9,746253.3,5070
Saint Vincent and the Grenadines,Cosmetics,23/06/13,321569527,C,Central America and the Caribbean,Offline,24/06/13,991476.45,1651002.75,3645
Seychelles,Household,20/05/14,740745103,L,Sub-Saharan Africa,Online,08/07/14,732598.93,1872128.65,2807
Montenegro,Clothes,02/01/10,100010183,H,Europe,Offline,07/01/10,34113.28,104913.04,919
Finland,Household,08/08/10,896551594,C,Europe,Offline,11/08/10,921620.7,2537956.98,3627
Iceland,Cosmetics,03/05/13,959591246,M,Europe,Offline,19/05/13,533534.04,882257.61,2067
Haiti,Snacks,17/12/11,722530817,H,Central America and the Caribbean,Online,22/12/11,284329.44,403302.24,1944
Yemen,Cosmetics,18/11/17,331365141,L,Middle East and North Africa,Offline,05/01/18,2004314.97,3546450.81,7959
Samoa,Snacks,02/06/10,114247551,M,Australia and Oceania,Offline,02/07/10,1132499.7,1517759.4,7185
Brunei,Snacks,17/12/17,820741213,H,Asia,Online,26/12/17,1176918,1654792.5,7950
Russia,Clothes,17/04/17,854783521,M,Europe,Offline,03/05/17,345472.08,1012632.39,9327
Niger,Vegetables,31/01/14,684749861,H,Sub-Saharan Africa,Online,06/02/14,888048.56,1573782,9898
Jamaica,Snacks,06/08/13,499549977,L,Central America and the Caribbean,Offline,28/09/13,873855.96,1241874.42,5781
South Africa,Cosmetics,30/07/17,746555673,C,Sub-Saharan Africa,Online,04/08/17,1760686.65,2944378.01,6781
Monaco,Fruits,21/01/15,145908616,L,Europe,Online,16/03/15,64056.78,80584.68,8934
Croatia,Snacks,22/01/16,320989794,C,Europe,Online,24/01/16,1397112.92,2088355.15,9499
Canada,Beverages,16/08/15,691039645,M,North America,Offline,01/09/15,262924.36,388401.2,8612
Saudi Arabia,Vegetables,27/06/15,688894456,C,Middle East and North Africa,Online,28/06/15,505393.28,861678.16,5432
Malawi,Snacks,21/06/16,342466812,M,Sub-Saharan Africa,Offline,17/07/16,1054572.8,1516291.84,6784
Morocco,Cereal,29/08/15,429161924,C,Middle East and North Africa,Offline,30/08/15,927658.35,1617139.7,8213
Dominican Republic,Cosmetics,22/02/12,299409014,C,Central America and the Caribbean,Offline,23/02/12,91607.7,153529.95,365
United States,Beverages,03/05/11,741626093,L,North America,Online,15/06/11,192411.1,268839.41,5957
Netherlands,Household,29/05/13,737089884,L,Europe,Offline,11/07/13,2547230.56,6611222.91,9761
Vanuatu,Meat,02/08/13,956665307,H,Australia and Oceania,Online,12/08/13,250246.72,378115.2,608
Eritrea,Beverages,06/09/17,915023166,M,Sub-Saharan Africa,Online,06/10/17,17181.27,27158.55,547
Solomon Islands,Cosmetics,02/10/12,359178336,H,Australia and Oceania,Offline,17/10/12,429909.6,734867.6,1640
Georgia,Baby Food,13/03/16,111053043,L,Asia,Online,06/05/16,345456.12,1895476,7492
Syria,Personal Care,11/10/10,516803068,H,Middle East and North Africa,Online,24/10/10,173275.74,255770.46,3069
United States,Cosmetics,14/12/11,745448057,H,North America,Online,26/12/11,1337571.84,2046194.48,4906
Denmark,Beverages,26/03/12,899433831,C,Europe,Offline,30/03/12,249965.34,378456.72,8066
United States,Household,19/01/12,629731650,H,North America,Online,27/01/12,1472248.31,3821403.35,5671
Barbados,Vegetables,05/11/11,704270502,H,Central America and the Caribbean,Offline,12/11/11,210637.44,364046.28,2262
Solomon Islands,Meat,26/03/10,683562180,L,Australia and Oceania,Online,17/05/10,3818183.68,5355919.36,8704
Samoa,Meat,23/11/14,813718675,H,Australia and Oceania,Online,06/12/14,2832605.16,4195430.58,7018
Hungary,Household,11/05/11,311008573,C,Europe,Offline,12/05/11,661207.86,1782774.36,2754
Chad,Office Supplies,12/05/15,142687424,L,Sub-Saharan Africa,Online,13/06/15,1661378.53,1965610.41,3139
Mexico,Cereal,13/11/17,113062527,L,Central America and the Caribbean,Offline,25/12/17,32717.63,58272.53,283
Tuvalu,Snacks,27/05/13,615813939,L,Australia and Oceania,Offline,24/07/13,351351.35,486939.25,2345
United States,Clothes,15/05/15,773268117,M,North America,Online,05/06/15,59701.74,189178.92,1722
Laos,Cereal,06/10/10,276880410,C,Asia,Offline,10/10/10,1045576.35,1675901.01,8511
Bahamas,Household,11/12/12,444120916,L,Central America and the Caribbean,Offline,23/01/13,276541.29,686824.44,1077
Canada,Baby Food,20/05/14,760239309,C,North America,Online,24/05/14,183870.03,929256.37,3781
Canada,Snacks,19/09/16,744053736,C,North America,Offline,24/09/16,734022.48,981888.6,4812
Samoa,Beverages,12/03/17,798111347,H,Australia and Oceania,Offline,17/03/17,191266.32,285607.14,6154
Canada,Cosmetics,09/04/15,839219373,L,North America,Online,25/05/15,2106330.03,3668702.13,8091
Sri Lanka,Meat,03/10/17,167575267,L,Asia,Offline,17/11/17,2416871.7,3601925.1,5710
Cyprus,Cosmetics,31/08/16,357069675,L,Europe,Online,16/10/16,990227.12,1743330.08,3832
China,Fruits,04/10/13,819068385,L,Asia,Offline,19/11/13,46320.34,64451.64,6842
United Arab Emirates,Personal Care,18/02/12,596810066,C,Middle East and North Africa,Online,21/02/12,512274.24,713155.52,8992
Singapore,Beverages,22/04/12,633602104,L,Asia,Offline,10/06/12,173199.06,270940.05,5627
Slovenia,Household,16/05/16,177363365,M,Europe,Online,14/06/16,2194657.92,5804339.52,8904
Moldova,Household,30/09/10,691249692,M,Europe,Offline,21/10/10,1116197.84,2843278.5,4274
Philippines,Office Supplies,24/12/12,216049131,M,Asia,Offline,09/01/13,3778720.83,4623316.71,7107
Ethiopia,Household,27/07/11,158521238,L,Sub-Saharan Africa,Offline,31/08/11,521868.74,1454589.2,2113
Palau,Beverages,25/02/16,897815003,L,Australia and Oceania,Offline,12/04/16,137653.17,204748.41,4497
Israel,Clothes,10/02/10,405144652,H,Middle East and North Africa,Offline,16/02/10,211444.05,628870.08,5631
Republic of the Congo,Clothes,13/03/16,440073137,C,Sub-Saharan Africa,Online,16/03/16,137391.48,436403.64,3972
United States,Cereal,28/01/16,389619473,M,North America,Offline,12/02/16,306296.64,574442.55,2727
Canada,Beverages,23/07/14,286340494,H,North America,Offline,31/07/14,128697.9,186420.9,4065
El Salvador,Beverages,12/07/17,515219499,H,Central America and the Caribbean,Offline,21/07/17,231649.2,346461.6,7230
Mozambique,Clothes,01/08/14,760408044,H,Sub-Saharan Africa,Offline,13/08/14,254236.5,834372,7350
Canada,Baby Food,20/07/17,445830787,L,North America,Offline,03/09/17,354140.28,1856226.06,7254
Solomon Islands,Office Supplies,20/10/16,998657208,M,Australia and Oceania,Online,10/11/16,3144123,3873114.9,6210
Jordan,Cereal,11/06/12,412113998,M,Middle East and North Africa,Offline,06/07/12,682892,1180520.11,5887
Dominican Republic,Personal Care,12/09/17,517545848,M,Central America and the Caribbean,Offline,04/10/17,65367.6,97564.62,1159
Afghanistan,Fruits,04/07/15,373724419,M,Asia,Offline,01/08/15,53251.2,66194.2,7396
Slovakia,Cosmetics,15/05/15,655306839,L,Europe,Online,19/06/15,732215.73,1261529.34,2861
China,Baby Food,16/07/10,760834357,M,Asia,Online,07/08/10,76228.82,388101.18,1574
Yemen,Baby Food,22/11/15,568037375,L,Middle East and North Africa,Offline,20/01/16,202144.4,1070000,4280
Romania,Clothes,14/11/11,714834284,M,Europe,Online,01/12/11,144888.66,431118.8,3898
Saudi Arabia,Cosmetics,19/11/11,865072262,M,Middle East and North Africa,Online,11/12/11,103414.83,161498.28,381
East Timor,Beverages,28/12/15,292118167,L,Australia and Oceania,Offline,30/01/16,245388.88,359560.74,7678
Saint Lucia,Cereal,26/08/13,641713214,C,Central America and the Caribbean,Offline,28/08/13,534868.47,893226.24,4561
Samoa,Cereal,06/04/15,494268170,C,Australia and Oceania,Offline,08/04/15,258642.03,471399.98,2267
Philippines,Meat,19/12/11,145390869,C,Asia,Online,20/12/11,1698186.58,2625246.56,4166
Samoa,Cereal,03/03/15,681397860,H,Australia and Oceania,Online,16/03/15,968657.13,1654169.58,8127
Jordan,Office Supplies,16/10/16,640255935,M,Middle East and North Africa,Online,12/11/16,2219995.61,2722098.8,4219
Canada,Cereal,28/10/10,542825092,H,North America,Offline,11/11/10,741314.31,1210672.59,6121
Senegal,Cosmetics,12/07/13,932227284,L,Sub-Saharan Africa,Offline,26/08/13,905581.6,1425069.8,3355
Syria,Meat,12/06/14,571400622,C,Middle East and North Africa,Online,14/06/14,976022.19,1474474.43,2431
Czech Republic,Household,02/03/14,363459738,M,Europe,Online,23/03/14,1854751.1,5375156.2,7690
Bahamas,Beverages,06/08/10,565340741,L,Central America and the Caribbean,Online,16/09/10,255454.8,380518.8,7720
Papua New Guinea,Cosmetics,15/06/10,433226943,L,Australia and Oceania,Online,13/08/10,2004262.25,3419297.65,7955
Japan,Baby Food,22/12/17,777181597,H,Asia,Offline,04/01/18,204891.12,1154183.84,4517
Tajikistan,Baby Food,30/09/13,154671014,M,Asia,Online,29/10/13,277805.52,1444785.36,5784
United States,Meat,07/10/15,172251203,M,North America,Online,23/10/15,3917520.12,5698169.82,9078
Dominican Republic,Fruits,13/08/11,523483140,M,Central America and the Caribbean,Online,01/09/11,22018.24,30573.52,3316
Costa Rica,Baby Food,29/06/11,986827122,L,Central America and the Caribbean,Offline,04/08/11,332262.12,1760613.72,6954
Trinidad and Tobago,Office Supplies,03/01/10,618257139,L,Central America and the Caribbean,Offline,04/02/10,1510132.6,1766005.38,2777
United States,Clothes,18/07/17,468011193,M,North America,Offline,17/08/17,67664.43,214523.64,1971
Tajikistan,Meat,30/01/17,996959522,L,Asia,Online,22/03/17,2305035.98,3454720.49,5449
Sudan,Office Supplies,15/07/12,646357450,L,Middle East and North Africa,Offline,09/09/12,241971.36,295275.68,464
Czech Republic,Vegetables,20/08/16,340115742,M,Europe,Offline,13/09/16,377439.35,642273.44,4321
United States,Clothes,08/02/11,455637397,M,North America,Offline,06/03/11,251830.6,743624,6860
Lithuania,Clothes,08/06/17,535858328,C,Europe,Online,09/06/17,195930.91,547578.92,5243
Canada,Cereal,06/05/10,628131485,M,North America,Online,31/05/10,694763.52,1235203.68,6168
Guinea-Bissau,Clothes,21/08/12,270931110,M,Sub-Saharan Africa,Online,14/09/12,148040.4,431457.7,4085
Cambodia,Personal Care,17/02/11,680218353,M,Asia,Offline,06/03/11,84490.8,112524.08,1448
Botswana,Beverages,09/01/10,493813053,C,Sub-Saharan Africa,Offline,13/01/10,91172.7,139798.14,3009
Iraq,Snacks,08/11/11,188418118,H,Middle East and North Africa,Offline,17/11/11,806958.32,1232308.21,5509
Papua New Guinea,Baby Food,20/05/14,998560662,C,Australia and Oceania,Offline,24/05/14,86257.35,465175.56,1861
